Schema,Table / View,source system
enc_dde,temp_impt_sa_slf_task_v_t,Salesforce
enc_dde,temp_impt_sa_slf_account_v_t,Salesforce
enc_dde,temp_impt_sa_slf_case_v_t,Salesforce
enc_dde,temp_impt_sa_slf_case_01_v_t,Salesforce
enc_dde,impt_sa_slf_task_v_t,Salesforce
enc_dde,impt_sa_slf_account_v_t,Salesforce
enc_dde,impt_sa_slf_emailmessage_v_t,Salesforce
enc_dde,impt_sa_slf_case_v_t,Salesforce
enc_dde,impt_sa_slf_case_01_v_t,Salesforce
nbn_dde_02,u_pni_stg_nbn_sc_audit_report_v,SpatialNET
nbn_dde_23,nbn_sc_audit_report_final_v,SpatialNET
nbn_dde_23,temp_impt_u_pni_stg_nbn_sc_audit_report_v_t,SpatialNET
nbn_dde_23,impt_u_pni_stg_nbn_sc_audit_report_v_t,SpatialNET
cc_dde,temp_impt_sa_fact_cc_financial_aid_rsp_confirmed_v_t,manual
cc_dde,impt_sa_fact_cc_financial_aid_rsp_confirmed_v_t,manual
nbn_dde_02,sa_fact_cc_financial_aid_rsp_confirmed_v,manual
neto_stg,fttx_poc_chronos_telemetry_t,decomissioning
neto_stg,fttx_poc_thor_enrichment_t,decomissioning
neto_stg,fttx_poc_thor_telemetry_t,decomissioning
neto_stg,fttx_r1_r3_t,decomissioning
neto_stg,fttx_r12_t,decomissioning
neto_stg,fttx_r19_r22_t,decomissioning
neto_stg,fttx_r7_t,decomissioning
neto_stg,fw_file1_t,decomissioning
neto_stg,fw_file2_t,decomissioning
neto_stg,fw_poc_t,decomissioning
neto_stg,hfc_p11_t,decomissioning
neto_stg,hfc_p11_thor_t,decomissioning
neto_stg,hfc_p12_p14_t,decomissioning
neto_stg,hfc_p13_t,decomissioning
neto_stg,hfc_p15_t,decomissioning
neto_stg,hfc_p15_thor_t,decomissioning
neto_stg,hfc_p2_3_t,decomissioning
neto_stg,hfc_p2_3_thor_t,decomissioning
neto_stg,hfc_p2_4_p2_5_t,decomissioning
neto_stg,id_link_t,decomissioning
neto_stg,impt_sa_fttx_poc_chronos_telemetry_t,decomissioning
neto_stg,impt_sa_fttx_poc_thor_enrichment_t,decomissioning
neto_stg,impt_sa_fttx_poc_thor_telemetry_t,decomissioning
neto_stg,impt_sa_fttx_r1_r3_t,decomissioning
neto_stg,impt_sa_fttx_r12_t,decomissioning
neto_stg,impt_sa_fttx_r19_r22_t,decomissioning
neto_stg,impt_sa_fttx_r7_t,decomissioning
neto_stg,impt_sa_fw_file1_t,decomissioning
neto_stg,impt_sa_fw_file2_t,decomissioning
neto_stg,impt_sa_fw_poc_t,decomissioning
neto_stg,impt_sa_hfc_p11_t,decomissioning
neto_stg,impt_sa_hfc_p11_thor_t,decomissioning
neto_stg,impt_sa_hfc_p12_p14_t,decomissioning
neto_stg,impt_sa_hfc_p13_t,decomissioning
neto_stg,impt_sa_hfc_p15_t,decomissioning
neto_stg,impt_sa_hfc_p15_thor_t,decomissioning
neto_stg,impt_sa_hfc_p2_3_t,decomissioning
neto_stg,impt_sa_hfc_p2_3_thor_t,decomissioning
neto_stg,impt_sa_hfc_p2_4_p2_5_t,decomissioning
neto_stg,impt_sa_transit_b14_t,decomissioning
neto_stg,impt_sa_transit_b15_t,decomissioning
neto_stg,impt_sa_transit_b16_t,decomissioning
neto_stg,transit_b14_t,decomissioning
neto_stg,transit_b15_t,decomissioning
neto_stg,transit_b16_t,decomissioning
pni_sa_stg,nbn_sc_audit_report,pni
pni_sa_stg,tmp_nbn_sc_audit_report_t,pni
streamline,cost_centre,decomissioning
streamline,extract_no_task_landing,decomissioning
streamline,form_responses_worker,decomissioning
streamline,future_due_date,decomissioning
streamline,job_times_baseline,decomissioning
streamline,str_field_engineer_list,decomissioning
